values,participants,groups
5,p_325,E
5,p_325,H
5,p_325,S
5,p_328,E
5,p_328,H
5,p_328,S
5,p_329,E
4,p_329,H
4,p_329,S
5,p_330,E
5,p_330,H
5,p_330,S
5,p_335,E
5,p_335,H
5,p_335,S
5,p_336,E
5,p_336,H
5,p_336,S
4,p_337,E
5,p_337,H
5,p_337,S
5,p_338,E
5,p_338,H
5,p_338,S
5,p_339,E
5,p_339,H
5,p_339,S
4,p_341,E
4,p_341,H
4,p_341,S
4,p_342,E
4,p_342,H
4,p_342,S
5,p_343,E
5,p_343,H
5,p_343,S
5,p_347,E
5,p_347,H
5,p_347,S
5,p_348,E
5,p_348,H
5,p_348,S
5,p_349,E
5,p_349,H
5,p_349,S
5,p_350,E
5,p_350,H
5,p_350,S
5,p_351,E
5,p_351,H
5,p_351,S
5,p_358,E
5,p_358,H
5,p_358,S
5,p_359,E
5,p_359,H
5,p_359,S
5,p_363,E
5,p_363,H
5,p_363,S
5,p_369,E
5,p_369,H
5,p_369,S
4,p_370,E
4,p_370,H
4,p_370,S
5,p_371,E
4,p_371,H
5,p_371,S
5,p_372,E
5,p_372,H
5,p_372,S
2,p_376,E
4,p_376,H
4,p_376,S
5,p_378,E
5,p_378,H
5,p_378,S
5,p_382,E
5,p_382,H
5,p_382,S
5,p_385,E
5,p_385,H
5,p_385,S
4,p_387,E
4,p_387,H
4,p_387,S
