39.100000,18.700000,181.000000,3750.000000
39.500000,17.400000,186.000000,3800.000000
40.300000,18.000000,195.000000,3250.000000
36.700000,19.300000,193.000000,3450.000000
39.300000,20.600000,190.000000,3650.000000
38.900000,17.800000,181.000000,3625.000000
39.200000,19.600000,195.000000,4675.000000
34.100000,18.100000,193.000000,3475.000000
42.000000,20.200000,190.000000,4250.000000
37.800000,17.100000,186.000000,3300.000000
37.800000,17.300000,180.000000,3700.000000
41.100000,17.600000,182.000000,3200.000000
38.600000,21.200000,191.000000,3800.000000
34.600000,21.100000,198.000000,4400.000000
36.600000,17.800000,185.000000,3700.000000
38.700000,19.000000,195.000000,3450.000000
42.500000,20.700000,197.000000,4500.000000
34.400000,18.400000,184.000000,3325.000000
46.000000,21.500000,194.000000,4200.000000
37.800000,18.300000,174.000000,3400.000000
37.700000,18.700000,180.000000,3600.000000
35.900000,19.200000,189.000000,3800.000000
38.200000,18.100000,185.000000,3950.000000
38.800000,17.200000,180.000000,3800.000000
35.300000,18.900000,187.000000,3800.000000
40.600000,18.600000,183.000000,3550.000000
40.500000,17.900000,187.000000,3200.000000
37.900000,18.600000,172.000000,3150.000000
40.500000,18.900000,180.000000,3950.000000
39.500000,16.700000,178.000000,3250.000000
37.200000,18.100000,178.000000,3900.000000
39.500000,17.800000,188.000000,3300.000000
40.900000,18.900000,184.000000,3900.000000
36.400000,17.000000,195.000000,3325.000000
39.200000,21.100000,196.000000,4150.000000
38.800000,20.000000,190.000000,3950.000000
42.200000,18.500000,180.000000,3550.000000
37.600000,19.300000,181.000000,3300.000000
39.800000,19.100000,184.000000,4650.000000
36.500000,18.000000,182.000000,3150.000000
40.800000,18.400000,195.000000,3900.000000
36.000000,18.500000,186.000000,3100.000000
44.100000,19.700000,196.000000,4400.000000
37.000000,16.900000,185.000000,3000.000000
39.600000,18.800000,190.000000,4600.000000
41.100000,19.000000,182.000000,3425.000000
37.500000,18.900000,179.000000,2975.000000
36.000000,17.900000,190.000000,3450.000000
42.300000,21.200000,191.000000,4150.000000
39.600000,17.700000,186.000000,3500.000000
40.100000,18.900000,188.000000,4300.000000
35.000000,17.900000,190.000000,3450.000000
42.000000,19.500000,200.000000,4050.000000
34.500000,18.100000,187.000000,2900.000000
41.400000,18.600000,191.000000,3700.000000
39.000000,17.500000,186.000000,3550.000000
40.600000,18.800000,193.000000,3800.000000
36.500000,16.600000,181.000000,2850.000000
37.600000,19.100000,194.000000,3750.000000
35.700000,16.900000,185.000000,3150.000000
41.300000,21.100000,195.000000,4400.000000
37.600000,17.000000,185.000000,3600.000000
41.100000,18.200000,192.000000,4050.000000
36.400000,17.100000,184.000000,2850.000000
41.600000,18.000000,192.000000,3950.000000
35.500000,16.200000,195.000000,3350.000000
41.100000,19.100000,188.000000,4100.000000
35.900000,16.600000,190.000000,3050.000000
41.800000,19.400000,198.000000,4450.000000
33.500000,19.000000,190.000000,3600.000000
39.700000,18.400000,190.000000,3900.000000
39.600000,17.200000,196.000000,3550.000000
45.800000,18.900000,197.000000,4150.000000
35.500000,17.500000,190.000000,3700.000000
42.800000,18.500000,195.000000,4250.000000
40.900000,16.800000,191.000000,3700.000000
37.200000,19.400000,184.000000,3900.000000
36.200000,16.100000,187.000000,3550.000000
42.100000,19.100000,195.000000,4000.000000
34.600000,17.200000,189.000000,3200.000000
42.900000,17.600000,196.000000,4700.000000
36.700000,18.800000,187.000000,3800.000000
35.100000,19.400000,193.000000,4200.000000
37.300000,17.800000,191.000000,3350.000000
41.300000,20.300000,194.000000,3550.000000
36.300000,19.500000,190.000000,3800.000000
